game_id,names,min_players,max_players,avg_time,year,avg_rating,geek_rating,num_votes,age,owned,designer,publisher,weight,expands,Category_1,Category_2,Category_3,Category_4,Mechanic_1,Mechanic_2,Mechanic_3,Mechanic_4,Mechanic_5
8817,Call of Cthulhu: Collectible Card Game,2,2,30.0,2004,6.86228,5.89738,668.0,12,996,Eric M. Lang,Edge Entertainment,2.5484,Nothing,Card Game,Collectible Components,Horror,Novel-based,Card Drafting,Hand Management,Hand Management,Hand Management,Hand Management
8829,Nobody is Perfect,3,10,45.0,1992,6.8908,5.96885,760.0,14,1285,Bertram Kaes,F.X. Schmid,1.5778,Nothing,Bluffing,Humor,Party Game,Trivia,Simultaneous Action Selection,Voting,Voting,Voting,Voting
8920,BuyWord,1,4,45.0,2004,6.34356,5.7921,739.0,8,1059,Sid Sackson,Eagle-Gryphon Games,1.8095,Nothing,Economic,Word Game,Word Game,Word Game,Auction/Bidding,Dice Rolling,Set Collection,Set Collection,Set Collection
8924,Dancing Eggs,2,4,10.0,2003,6.39459,6.03644,2138.0,5,3744,Roberto Fraga,GoKids 玩樂小子,1.0494,Nothing,Action / Dexterity,Children's Game,Dice,Humor,Dice Rolling,Dice Rolling,Dice Rolling,Dice Rolling,Dice Rolling
8935,Shazamm!,2,2,30.0,2003,6.18522,5.69489,586.0,10,980,"François Bruel, Philippe des Pallières",L. F. Enterprises,1.8889,Nothing,Bluffing,Card Game,Fantasy,Fantasy,Auction/Bidding,Hand Management,Simultaneous Action Selection,Simultaneous Action Selection,Simultaneous Action Selection
8946,Coda,2,4,15.0,2002,6.09592,5.81556,1710.0,8,2435,"Hiroaki Suzuki, Eiji Wakasugi",Användbart Litet Företag,1.4886,Nothing,Deduction,Deduction,Deduction,Deduction,unknown,unknown,unknown,unknown,unknown
8964,Funny Bunny,2,4,30.0,1999,5.52521,5.50012,624.0,4,1082,Seven Towns,Ravensburger Spieleverlag GmbH,1.0,Nothing,Children's Game,Racing,Racing,Racing,unknown,unknown,unknown,unknown,unknown
8989,Hansa,2,4,60.0,2004,6.88079,6.56708,4856.0,10,5724,Michael Schacht,ABACUSSPIELE,2.3463,Nothing,Economic,Medieval,Nautical,Transportation,Action Points,Area Majority / Influence,Pick-up and Deliver,Point to Point Movement,Set Collection
9021,Sunken City,2,4,45.0,2004,6.15575,5.73366,839.0,8,1303,"Michael Kiesling, Wolfgang Kramer",Clementoni,1.9899,Nothing,Adventure,Ancient,Exploration,Mythology,Campaign / Battle Card Driven,Modular Board,Pick-up and Deliver,Point to Point Movement,Push Your Luck
9027,Oasis,3,5,60.0,2004,6.71611,6.2263,2138.0,10,2601,"Alan R. Moon, Aaron Weissblum",Schmidt Spiele,2.3168,Nothing,Animals,Territory Building,Territory Building,Territory Building,Auction/Bidding,Enclosure,Hand Management,Tile Placement,Tile Placement
9028,Tongiaki: Journey into the Unknown,2,6,45.0,2004,6.23281,5.92821,2264.0,10,2625,Thomas Rauscher,PS-Games,1.958,Nothing,Exploration,Nautical,Transportation,Transportation,Area Majority / Influence,Point to Point Movement,Take That,Tile Placement,Tile Placement
9139,Marco Polo Expedition,2,5,45.0,2004,6.15459,5.72482,769.0,8,991,Reiner Knizia,Ravensburger Spieleverlag GmbH,1.8025,Nothing,Animals,Arabian,Racing,Travel,Card Drafting,Hand Management,Set Collection,Set Collection,Set Collection
9201,Spy,2,4,30.0,2004,5.53904,5.50817,515.0,10,1001,Reiner Knizia,999 Games,1.2833,Nothing,Abstract Strategy,Card Game,Spies/Secret Agents,Spies/Secret Agents,Hand Management,Hand Management,Hand Management,Hand Management,Hand Management
9202,Saga,2,4,30.0,2004,5.78429,5.62619,1192.0,12,2208,"Wolfgang Kramer, Horst-Rainer Rösner",999 Games,2.0133,Nothing,Card Game,Fighting,Medieval,Medieval,Area Majority / Influence,Card Drafting,Hand Management,Set Collection,Take That
9203,Wings of War: Famous Aces,2,4,30.0,2004,6.85669,6.49568,4566.0,10,5602,"Andrea Angiolino, Pier Giorgio Paglia",Nexus Editrice,1.7327,Nothing,Aviation / Flight,Card Game,Wargame,World War I,Action Queue,Movement Template,Player Elimination,Simulation,Simultaneous Action Selection
9209,Ticket to Ride,2,5,60.0,2004,7.43245,7.32706,66171.0,8,88457,Alan R. Moon,Days of Wonder,1.8569,Nothing,Trains,Trains,Trains,Trains,Card Drafting,Connections,Hand Management,Map Reduction,Network and Route Building
9215,Revolution: The Dutch Revolt 1568-1648,2,5,480.0,2004,7.31906,6.18959,902.0,12,1870,Francis Tresham,Phalanx Games B.V.,4.2678,Nothing,Political,Renaissance,Wargame,Wargame,Area Majority / Influence,Simulation,Variable Player Powers,Variable Player Powers,Variable Player Powers
9216,Goa,2,4,90.0,2004,7.59341,7.34126,10763.0,12,10643,Rüdiger Dorn,Hans im Glück,3.3773,Nothing,Economic,Farming,Nautical,Renaissance,Auction/Bidding,Auction: Once Around,Hand Management,Push Your Luck,Push Your Luck
9217,Saint Petersburg,2,4,60.0,2004,7.30968,7.12412,13877.0,10,11669,Bernd Brunnhofer,Hans im Glück,2.4704,Nothing,Age of Reason,Card Game,Economic,Economic,Card Drafting,Set Collection,Set Collection,Set Collection,Set Collection
9220,Saboteur,3,10,30.0,2004,6.58405,6.47386,23447.0,8,36431,Fréderic Moyersoen,AMIGO,1.33,Nothing,Bluffing,Card Game,Exploration,Fantasy,Hand Management,Map Addition,Network and Route Building,Take That,Team-Based Game
9341,Lost Valley,3,4,60.0,2004,6.75002,6.19062,1750.0,10,2107,"Tobias Goslar, Roland Goslar",Heidelberger Spieleverlag,2.6193,Nothing,American West,Exploration,Exploration,Exploration,Modular Board,Point to Point Movement,Tile Placement,Tile Placement,Tile Placement
9342,Fifth Avenue,2,4,100.0,2004,6.0012,5.69372,916.0,12,1755,Wilko Manz,alea,2.6476,Nothing,City Building,City Building,City Building,City Building,Area Majority / Influence,Auction/Bidding,Auction/Bidding,Auction/Bidding,Auction/Bidding
9364,Doppelkopf,3,6,120.0,1895,7.45719,6.08799,634.0,7,746,(Uncredited),(Public Domain),2.9206,Nothing,Card Game,Card Game,Card Game,Card Game,Auction/Bidding,Team-Based Game,Trick-taking,Trick-taking,Trick-taking
9408,Dos Rios,2,4,70.0,2004,6.42954,5.93739,1323.0,12,1995,Franz-Benno Delonge,KOSMOS,2.5217,Nothing,Economic,Farming,Territory Building,Territory Building,Action Points,Modular Board,Modular Board,Modular Board,Modular Board
9440,Maharaja: The Game of Palace Building in India,2,5,90.0,2004,7.13517,6.74792,4785.0,12,5409,"Michael Kiesling, Wolfgang Kramer",Phalanx Games B.V.,3.174,Nothing,City Building,City Building,City Building,City Building,Area Majority / Influence,Network and Route Building,Point to Point Movement,Simultaneous Action Selection,Variable Player Powers
9441,Ribbit,2,5,20.0,2004,6.76841,6.22897,2107.0,5,2524,Reiner Knizia,Competo / Marektoy,1.1034,Nothing,Animals,Bluffing,Card Game,Children's Game,Hand Management,Hand Management,Hand Management,Hand Management,Hand Management
9446,Blue Moon,2,2,30.0,2004,6.70205,6.43715,5369.0,12,6935,Reiner Knizia,KOSMOS,2.1721,Nothing,Card Game,Fantasy,Fighting,Fighting,Auction/Bidding,Hand Management,Variable Player Powers,Variable Player Powers,Variable Player Powers
9606,Cluzzle,3,6,45.0,2004,6.30355,5.74444,623.0,8,770,Dominic Crapuchettes,Competo / Marektoy,1.1549,Nothing,Deduction,Party Game,Puzzle,Puzzle,unknown,unknown,unknown,unknown,unknown
9609,War of the Ring,2,4,120.0,2004,7.77086,7.44492,9695.0,12,12417,"Roberto Di Meglio, Marco Maggi, Francesco Nepitello",Ares Games,3.8443,Nothing,Adventure,Fantasy,Miniatures,Novel-based,Action Points,Area Majority / Influence,Area Movement,Campaign / Battle Card Driven,Dice Rolling
9615,Station Master,2,6,60.0,2004,6.13737,5.67599,559.0,10,791,Chris Bayliss,Mayfair Games,1.5479,Nothing,Card Game,Trains,Trains,Trains,Betting and Bluffing,Commodity Speculation,Hand Management,Hand Management,Hand Management
9625,Struggle of Empires,2,7,240.0,2004,7.49292,6.92417,3664.0,13,4430,Martin Wallace,Warfrog Games,3.5946,Nothing,Age of Reason,Civilization,Fighting,Political,Area Majority / Influence,Area Movement,Auction/Bidding,Dice Rolling,Dice Rolling
9653,BANG! Dodge City,3,8,40.0,2004,6.86344,6.47008,4140.0,10,7549,Emiliano Sciarra,dV Giochi,1.6538,BANG!,American West,Bluffing,Card Game,Deduction,Hand Management,Player Elimination,Team-Based Game,Variable Player Powers,Variable Player Powers
9674,Ingenious,1,4,45.0,2004,7.13064,6.97239,15059.0,10,17835,Reiner Knizia,KOSMOS,1.92,Nothing,Abstract Strategy,Abstract Strategy,Abstract Strategy,Abstract Strategy,Hand Management,Highest-Lowest Scoring,Pattern Building,Team-Based Game,Tile Placement
9675,La Strada,2,4,30.0,2004,6.1888,5.83033,1314.0,10,1645,Martin Wallace,KOSMOS,1.8481,Nothing,Abstract Strategy,Transportation,Transportation,Transportation,Action Points,Area Majority / Influence,Enclosure,Hand Management,Modular Board
9687,Alhambra: The Vizier's Favor,2,6,60.0,2004,6.88561,6.19445,1479.0,8,4085,"Dirk Henn, Wolfgang Panning",Queen Games,2.1839,Alhambra,City Building,Expansion for Base-game,Expansion for Base-game,Expansion for Base-game,Pattern Building,Set Collection,Tile Placement,Tile Placement,Tile Placement
9735,Duell,2,2,30.0,2004,6.34501,5.75764,593.0,9,687,Reiner Knizia,Ravensburger Spieleverlag GmbH,1.3333,Nothing,Card Game,Fighting,Sports,Sports,Hand Management,Point to Point Movement,Simulation,Simulation,Simulation
9792,Oriente,4,12,30.0,2004,5.80523,5.58969,661.0,10,1406,Luca Coppola,ABACUSSPIELE,2.1333,Nothing,Animals,Bluffing,Card Game,Fighting,Team-Based Game,Variable Player Powers,Voting,Voting,Voting
9823,Advanced Squad Leader: Starter Kit #1,2,2,120.0,2004,7.80833,6.85005,2276.0,13,4910,Ken Dunn,"Avalon Hill Games, Inc.",3.7401,Nothing,Wargame,World War II,World War II,World War II,Dice Rolling,Hexagon Grid,Hexagon Grid,Hexagon Grid,Hexagon Grid
9825,Early American Chrononauts,1,6,45.0,2004,6.60498,5.89043,868.0,11,2103,Andrew Looney,Looney Labs,1.8592,Nothing,American Civil War,Card Game,Educational,Political,Modular Board,Modular Board,Modular Board,Modular Board,Modular Board
9829,Runebound,2,6,120.0,2004,6.18769,5.78496,1489.0,12,1633,"Darrell Hardy, Martin Wallace",Fantasy Flight Games,2.5305,Nothing,Adventure,Exploration,Fantasy,Fighting,Dice Rolling,Dice Rolling,Dice Rolling,Dice Rolling,Dice Rolling
9851,Shut the Box,2,4,30.0,1750,5.0646,5.28563,1071.0,8,2292,(Uncredited),(Public Domain),1.0854,Nothing,Dice,Math,Math,Math,Dice Rolling,Dice Rolling,Dice Rolling,Dice Rolling,Dice Rolling
9910,Wings of War: Watch Your Back!,2,4,20.0,2005,6.97201,6.28713,1746.0,10,3173,"Andrea Angiolino, Pier Giorgio Paglia",Edge Entertainment,1.7062,Nothing,Aviation / Flight,Card Game,Wargame,World War I,Action Queue,Player Elimination,Simulation,Simultaneous Action Selection,Simultaneous Action Selection
9962,Chez Goth,2,5,60.0,2004,5.98992,5.63848,662.0,14,1573,Steve Jackson (I),Pegasus Spiele,1.4286,Nothing,Card Game,Card Game,Card Game,Card Game,Set Collection,Take That,Take That,Take That,Take That
10081,Axis & Allies: D-Day,2,3,120.0,2004,6.41806,5.96645,1913.0,12,3659,"Larry Harris, Jr., Mike Selinker","Avalon Hill Games, Inc.",2.3763,Nothing,Wargame,World War II,World War II,World War II,Area Movement,Dice Rolling,Team-Based Game,Team-Based Game,Team-Based Game
10093,Axis & Allies,2,5,240.0,2004,6.70553,6.35586,5692.0,12,7401,"Larry Harris, Jr., Mike Selinker","Avalon Hill Games, Inc.",3.211,Nothing,Economic,Wargame,World War II,World War II,Area Movement,Dice Rolling,Team-Based Game,Team-Based Game,Team-Based Game
10164,Fliegen klatschen,2,8,15.0,2004,5.98168,5.6232,545.0,6,834,Christian Heuser,ABACUSSPIELE,1.0465,Nothing,Action / Dexterity,Animals,Card Game,Children's Game,Pattern Recognition,Pattern Recognition,Pattern Recognition,Pattern Recognition,Pattern Recognition
10167,Zombies!!! 4: The End...,2,6,120.0,2004,6.17606,5.78612,1411.0,16,3575,Todd Breitenstein,Edge Entertainment,1.67,Nothing,Exploration,Fighting,Horror,Miniatures,Roll / Spin and Move,Tile Placement,Tile Placement,Tile Placement,Tile Placement
10206,Make 'n' Break,2,4,30.0,2004,6.08477,5.74112,1028.0,8,2029,"Jack Lawson, Andrew Lawson",Ravensburger Spieleverlag GmbH,1.2771,Nothing,Action / Dexterity,Card Game,Card Game,Card Game,Pattern Building,Pattern Building,Pattern Building,Pattern Building,Pattern Building
10383,Risk: Godstorm,2,5,120.0,2004,6.26815,5.89474,2383.0,10,4833,Mike Selinker,"Avalon Hill Games, Inc.",2.6835,Nothing,Mythology,Territory Building,Wargame,Wargame,Area Majority / Influence,Area Movement,Campaign / Battle Card Driven,Dice Rolling,Player Elimination
10496,Camelot Legends,2,4,60.0,2004,6.10442,5.74338,1182.0,10,2128,Andrew Parks,Black Book Editions,2.3358,Nothing,Adventure,Card Game,Medieval,Medieval,Action Points,Hand Management,Hand Management,Hand Management,Hand Management
10547,Betrayal at House on the Hill,3,6,60.0,2004,7.06741,6.86891,34098.0,12,53376,"Bruce Glassco, Rob Daviau, Bill McQuillan, Mike Selinker, Teeuwynn Woodruff","Avalon Hill Games, Inc.",2.3818,Nothing,Adventure,Exploration,Horror,Miniatures,Dice Rolling,Map Addition,Modular Board,Player Elimination,Role Playing
10550,Big Boggle,2,8,10.0,1979,6.83809,6.11132,1291.0,8,2263,Alan Turoff,Editrice Giochi,1.534,Nothing,Real-time,Word Game,Word Game,Word Game,Pattern Recognition,Pattern Recognition,Pattern Recognition,Pattern Recognition,Pattern Recognition
10630,Memoir '44,2,8,60.0,2004,7.5573,7.3946,24250.0,8,31585,Richard Borg,Days of Wonder,2.2747,Nothing,Miniatures,Wargame,World War II,World War II,Area Majority / Influence,Campaign / Battle Card Driven,Command Cards,Dice Rolling,Die Icon Resolution
10640,Doom: The Boardgame,2,4,180.0,2004,6.85912,6.47739,4970.0,12,6633,"Christian T. Petersen, Kevin Wilson",Fantasy Flight Games,2.9066,Nothing,Exploration,Fighting,Horror,Miniatures,Dice Rolling,Modular Board,Square Grid,Team-Based Game,Variable Player Powers
10653,Pirates of the Spanish Main,2,10,30.0,2004,6.05026,5.76761,2722.0,10,4625,"James Ernest, Michael Mulvihill, Mike Selinker",WizKids,1.7738,Nothing,Collectible Components,Miniatures,Nautical,Pirates,Dice Rolling,Pick-up and Deliver,Point to Point Movement,Point to Point Movement,Point to Point Movement
10659,Hex Hex,3,6,30.0,2003,5.85418,5.60472,809.0,12,1071,Curt Covert,Mad Man's Magic,1.2963,Nothing,Card Game,Fantasy,Humor,Humor,Hand Management,Hand Management,Hand Management,Hand Management,Hand Management
10660,Micropul,1,2,30.0,2004,6.75922,5.92636,769.0,9,1094,Jean-François Lassonde,(Self-Published),1.9083,Nothing,Abstract Strategy,Print & Play,Print & Play,Print & Play,Hand Management,Modular Board,Pattern Building,Tile Placement,Tile Placement
10674,Killer Bunnies and the Quest for the Magic Carrot: ORANGE Booster,2,8,90.0,2004,6.46526,5.79833,801.0,12,2416,Jeffrey Neil Bellinger,Pegasus Spiele,2.18,Killer Bunnies and the Quest for the Magic Carrot,Card Game,Expansion for Base-game,Humor,Negotiation,Dice Rolling,Hand Management,Take That,Trading,Trading
10680,Jungle Speed: The Extreme Expansion,2,15,15.0,2003,7.14539,6.13254,980.0,7,2335,"Thomas Vuarchex, Pierrick Yakovenko",Asmodee,1.1831,Jungle Speed,Action / Dexterity,Card Game,Expansion for Base-game,Party Game,Pattern Recognition,Pattern Recognition,Pattern Recognition,Pattern Recognition,Pattern Recognition
10681,Apples to Apples Junior,4,10,30.0,2002,5.83134,5.61198,1004.0,9,2337,"Matthew Kirby, Mark Alan Osterhaus",Mattel,1.1525,Nothing,Card Game,Children's Game,Humor,Party Game,Hand Management,Simultaneous Action Selection,Simultaneous Action Selection,Simultaneous Action Selection,Simultaneous Action Selection
10686,Star Munchkin 2: The Clown Wars,3,6,90.0,2004,6.40275,5.84625,1140.0,10,2959,Steve Jackson (I),Edge Entertainment,1.8052,Star Munchkin,Card Game,Expansion for Base-game,Fighting,Humor,Dice Rolling,Trading,Variable Player Powers,Variable Player Powers,Variable Player Powers
10756,Dancing Dice,2,6,30.0,2004,5.72891,5.54864,513.0,8,613,Silvano Sorrentino,dV Giochi,1.1143,Nothing,Dice,Dice,Dice,Dice,Dice Rolling,Player Elimination,Player Elimination,Player Elimination,Player Elimination
10799,Old Maid,2,6,5.0,1874,3.58313,4.57848,1263.0,4,1784,(Uncredited),(Public Domain),1.055,Nothing,Animals,Bluffing,Card Game,Children's Game,Hand Management,Hot Potato,Set Collection,Set Collection,Set Collection
10814,Dawn Under,2,6,30.0,2004,6.37518,5.8216,845.0,6,1105,Norbert Proena,Zoch Verlag,1.6559,Nothing,Children's Game,Horror,Memory,Memory,Memory,Memory,Memory,Memory,Memory
10816,Blackjack,2,10,30.0,1700,4.64385,5.03189,1431.0,8,562,(Uncredited),(Public Domain),1.5038,Nothing,Card Game,Math,Number,Number,Betting and Bluffing,Push Your Luck,Push Your Luck,Push Your Luck,Push Your Luck
10819,Navia Dratp,2,2,30.0,2004,7.17232,5.94803,556.0,8,993,Koichi Yamazaki,Bandai,2.8929,Nothing,Abstract Strategy,Collectible Components,Fantasy,Fantasy,Grid Movement,Grid Movement,Grid Movement,Grid Movement,Grid Movement
10873,A Game of Thrones: A Clash of Kings Expansion,3,6,180.0,2004,7.82643,6.80572,1940.0,12,3457,Christian T. Petersen,Edge Entertainment,3.445,A Game of Thrones,Bluffing,Expansion for Base-game,Fantasy,Negotiation,Area Movement,Auction/Bidding,Campaign / Battle Card Driven,Player Elimination,Simultaneous Action Selection
10908,Minotaur Lords,2,2,30.0,2004,5.94658,5.63197,589.0,12,1205,Reiner Knizia,Fantasy Flight Games,2.0811,Nothing,Card Game,Fantasy,Fighting,Fighting,Area Majority / Influence,Hand Management,Variable Player Powers,Variable Player Powers,Variable Player Powers
10911,Killer Bunnies and the Quest for the Magic Carrot: GREEN Booster,2,8,90.0,2003,6.36859,5.73978,693.0,12,2165,Jeffrey Neil Bellinger,Pegasus Spiele,2.1304,Killer Bunnies and the Quest for the Magic Carrot,Animals,Card Game,Expansion for Base-game,Humor,Dice Rolling,Hand Management,Take That,Trading,Trading
10934,Things...,4,15,45.0,2002,6.09903,5.79013,1887.0,0,4185,"Tom Quinn, Ted Quinn, Mark Sherry",Giochi Preziosi,1.2289,Nothing,Deduction,Humor,Memory,Party Game,Memory,Paper-and-Pencil,Paper-and-Pencil,Paper-and-Pencil,Paper-and-Pencil
10947,Master Thieves,2,8,60.0,2004,6.52505,5.84654,728.0,10,756,Czarnè,LudoArt Verlag,2.3378,Nothing,Deduction,Memory,Party Game,Party Game,Memory,Simultaneous Action Selection,Variable Player Powers,Variable Player Powers,Variable Player Powers
10991,WarCraft: The Board Game Expansion Set,2,4,90.0,2004,6.88601,5.91567,704.0,10,1821,Kevin Wilson,Fantasy Flight Games,2.875,WarCraft: The Board Game,Expansion for Base-game,Fantasy,Fighting,Video Game Theme,Dice Rolling,Modular Board,Variable Player Powers,Variable Player Powers,Variable Player Powers
10997,Boomtown,3,5,30.0,2004,6.53525,6.16296,2562.0,10,3076,"Bruno Cathala, Bruno Faidutti",Asmodee,1.695,Nothing,American West,Card Game,Card Game,Card Game,Auction/Bidding,Dice Rolling,Dice Rolling,Dice Rolling,Dice Rolling
11017,Crazy Eights,2,5,20.0,0,4.37745,5.06628,843.0,4,825,(Uncredited),(Public Domain),1.0741,Nothing,Card Game,Children's Game,Number,Number,Hand Management,Matching,Matching,Matching,Matching
11057,The Great Battles of Alexander: Deluxe Edition,2,4,240.0,1995,7.71703,6.18017,663.0,12,1819,"Richard H. Berg, Mark Herman",GMT Games,3.6121,Nothing,Ancient,Wargame,Wargame,Wargame,Dice Rolling,Hexagon Grid,Simulation,Simulation,Simulation
11058,Munchkin Blender,3,6,90.0,2004,5.87327,5.60048,842.0,10,2132,Steve Jackson (I),Pegasus Spiele,1.8462,"The Good, the Bad, and the Munchkin",Card Game,Expansion for Base-game,Fighting,Humor,Dice Rolling,Trading,Variable Player Powers,Variable Player Powers,Variable Player Powers
11081,Familienbande,2,4,20.0,2004,6.32376,5.74087,585.0,8,604,Leo Colovini,Winning Moves Germany,1.6515,Nothing,Card Game,Card Game,Card Game,Card Game,Hand Management,Hand Management,Hand Management,Hand Management,Hand Management
11104,Who's the Ass?,3,12,30.0,2004,6.07666,5.67725,617.0,8,852,Wolfgang Kramer,999 Games,1.25,Nothing,Card Game,Card Game,Card Game,Card Game,Hand Management,Ladder Climbing,Ladder Climbing,Ladder Climbing,Ladder Climbing
11106,"Warhammer 40,000: Rogue Trader",2,2,120.0,1987,6.79887,5.81849,538.0,16,1016,Rick Priestley,Alfil Juegos,3.7111,Nothing,Book,Miniatures,Science Fiction,Wargame,Dice Rolling,Line of Sight,Measurement Movement,Modular Board,Variable Player Powers
11159,Dungeoneer: Haunted Woods of Malthorin,2,2,45.0,2004,6.27932,5.70244,532.0,13,1334,Thomas Denmark,Atlas Games,2.2203,Nothing,Adventure,Fantasy,Fantasy,Fantasy,Area Movement,Dice Rolling,Modular Board,Role Playing,Variable Player Powers
11168,Flames of War: The World War II Miniatures Game,2,2,120.0,2002,7.07628,6.02996,823.0,14,1471,Phil Yates,Battlefront Miniatures Ltd,3.2991,Nothing,Collectible Components,Miniatures,Wargame,World War II,Dice Rolling,Measurement Movement,Modular Board,Simulation,Variable Player Powers
11170,Heroscape Master Set: Rise of the Valkyrie,2,4,90.0,2004,7.42715,7.05357,7612.0,8,12015,"Stephen Baker, Rob Daviau, Craig Van Ness",Hasbro,2.2906,Nothing,Adventure,Fantasy,Fighting,Miniatures,Dice Rolling,Grid Movement,Hexagon Grid,Line of Sight,Modular Board
11182,Super Scrabble,2,4,60.0,2004,6.38033,5.70586,558.0,8,1252,Murray Eskenazi,Hasbro,2.1351,Nothing,Word Game,Word Game,Word Game,Word Game,Tile Placement,Tile Placement,Tile Placement,Tile Placement,Tile Placement
11229,Star Wars Miniatures,2,2,60.0,2004,6.86118,6.12945,1528.0,12,2624,"Jeff Grubb, Peter Lee, Bill Slavicsek, Jonathan Tweet, Rob Watkins",Wizards of the Coast,2.314,Nothing,Adventure,Collectible Components,Miniatures,Movies / TV / Radio theme,Dice Rolling,Modular Board,Role Playing,Role Playing,Role Playing
11231,Snorta!,3,8,20.0,2004,6.09054,5.77007,1418.0,8,2509,"Chris Childs, Tony Richardson",Mattel,1.1029,Nothing,Action / Dexterity,Animals,Humor,Party Game,Acting,Memory,Memory,Memory,Memory
11265,Wellington: The Peninsula War 1812-1814,2,4,180.0,2005,6.93729,5.92975,619.0,12,1303,Mark McLaughlin,GMT Games,3.211,Nothing,Napoleonic,Wargame,Wargame,Wargame,Campaign / Battle Card Driven,Point to Point Movement,Point to Point Movement,Point to Point Movement,Point to Point Movement
11415,Warriors,2,4,30.0,2004,5.00237,5.34159,591.0,8,1491,"Richard Borg, Alan R. Moon",Face2Face Games,1.4082,Nothing,Card Game,Dice,Fantasy,Fighting,Dice Rolling,Set Collection,Take That,Take That,Take That
11618,Cranium Zigity,2,10,10.0,2004,5.29274,5.40853,878.0,8,2096,Marisa Pena,"Cranium, Inc.",1.0968,Nothing,Card Game,Math,Word Game,Word Game,Hand Management,Pattern Building,Pattern Building,Pattern Building,Pattern Building
11634,Mexican Train,1,8,20.0,1994,5.65128,5.55695,1749.0,10,2908,"Roy Parsons, Katie Parsons",(Unknown),1.2707,Nothing,Abstract Strategy,Trains,Trains,Trains,Tile Placement,Tile Placement,Tile Placement,Tile Placement,Tile Placement
11825,Empire of the Sun,1,2,360.0,2005,8.09798,6.63402,1255.0,12,4119,Mark Herman,GMT Games,4.2427,Nothing,Nautical,Wargame,World War II,World War II,Action Points,Campaign / Battle Card Driven,Dice Rolling,Hexagon Grid,Simulation
11901,Tic-Tac-Toe,2,2,1.0,-1300,2.66109,3.52609,3013.0,4,1256,(Uncredited),(Public Domain),1.1565,Nothing,Abstract Strategy,Children's Game,Children's Game,Children's Game,Paper-and-Pencil,Pattern Building,Pattern Building,Pattern Building,Pattern Building
11929,Go-Moku,2,2,5.0,700,6.00306,5.62786,526.0,8,480,(Uncredited),(Public Domain),1.9038,Nothing,Abstract Strategy,Abstract Strategy,Abstract Strategy,Abstract Strategy,Pattern Building,Pattern Building,Pattern Building,Pattern Building,Pattern Building
11945,Linq,4,8,45.0,2004,6.88244,6.04224,907.0,10,1519,"Andrea Meyer, Erik Nielsen",Arclight,1.4225,Nothing,Deduction,Party Game,Spies/Secret Agents,Word Game,Pattern Recognition,Targeted Clues,Team-Based Game,Voting,Voting
11949,Shifting Sands: The Campaign for North Africa 1940-1943,2,2,240.0,2006,7.32186,6.01118,552.0,12,1043,Michael Rinella,Multi-Man Publishing,3.1887,Nothing,Wargame,World War II,World War II,World War II,Campaign / Battle Card Driven,Hand Management,Point to Point Movement,Point to Point Movement,Point to Point Movement
11971,Cockroach Poker,2,6,20.0,2004,6.67792,6.4682,7460.0,8,11562,Jacques Zeimet,Competo / Marektoy,1.1209,Nothing,Bluffing,Card Game,Party Game,Party Game,Hand Management,Set Collection,Single Loser Game,Single Loser Game,Single Loser Game
12002,Jambo,2,2,45.0,2004,7.01932,6.77888,7827.0,12,9696,Rüdiger Dorn,KOSMOS,2.0707,Nothing,Card Game,Economic,Economic,Economic,Action Points,Hand Management,Set Collection,Set Collection,Set Collection
12004,Candamir: The First Settlers,2,4,60.0,2004,6.18307,5.84924,1770.0,12,2751,Klaus Teuber,KOSMOS,2.2462,Nothing,Exploration,Exploration,Exploration,Exploration,Action Points,Grid Movement,Set Collection,Trading,Variable Player Powers
12005,Around the World in 80 Days,2,6,70.0,2004,6.57803,6.21316,2977.0,10,3209,Michael Rieneck,Competo / Marektoy,1.8088,Nothing,Novel-based,Racing,Travel,Travel,Card Drafting,Hand Management,Point to Point Movement,Time Track,Time Track
12039,Once Upon a Time: Dark Tales,2,6,30.0,2004,6.81737,5.90875,647.0,8,1746,"Richard Lambert, Andrew Rilstone, James Wallis",Atlas Games,1.4643,Once Upon a Time: The Storytelling Card Game,Card Game,Expansion for Base-game,Party Game,Party Game,Storytelling,Storytelling,Storytelling,Storytelling,Storytelling
12063,There's a Moose in the House,2,5,15.0,2004,5.3177,5.41355,774.0,8,1747,Scott Anderson,Gamewright,1.0154,Nothing,Card Game,Card Game,Card Game,Card Game,unknown,unknown,unknown,unknown,unknown
12166,Funkenschlag,2,6,180.0,2001,7.56044,6.23596,818.0,12,1122,Friedemann Friese,2F-Spiele,3.5806,Nothing,Economic,Industry / Manufacturing,Industry / Manufacturing,Industry / Manufacturing,Auction/Bidding,Crayon Rail System,Network and Route Building,Network and Route Building,Network and Route Building
12171,Le Passe-Trappe,2,2,10.0,2003,6.70884,5.82049,527.0,4,439,"Jean-Marie Albert, Matthew McLachlan",Ferti,1.0392,Nothing,Action / Dexterity,Action / Dexterity,Action / Dexterity,Action / Dexterity,unknown,unknown,unknown,unknown,unknown
12194,Munchkin Bites!,3,6,90.0,2004,6.01213,5.76138,2824.0,10,6436,Steve Jackson (I),Hobby World,1.7602,Nothing,Card Game,Fighting,Horror,Humor,Dice Rolling,Trading,Variable Player Powers,Variable Player Powers,Variable Player Powers
